case_id,site_id,case_name,group,lat,lon,case_status,solve_iter,tier,split,max_speed,mean_speed,T_min,T_max,q_min,q_max,k_min,final_Ux,n_iterations,n_flags,flags
ct_c_morpho_0020/case_ts014,ct_c_morpho_0020,case_ts014,C_morpho,37.50561,-2.29232,solved,300,gold,train,18.210834182203655,9.87325605916207,276.88781,295.21785,0.0035507775,0.0056919617,0.0013022218,0.00065387065,300,0,
ct_c_morpho_0040/case_ts000,ct_c_morpho_0040,case_ts000,C_morpho,46.96312,8.61623,early_converged,1000,gold,train,3.8388740763565843,0.9051551312795734,267.02479,284.50445,0.0026277109,0.0056057883,0.00033957562,0.00087392922,1000,0,
ct_c_morpho_0040/case_ts001,ct_c_morpho_0040,case_ts001,C_morpho,46.96312,8.61623,early_converged,1000,gold,train,3.723439801348855,0.7598651151566256,281.51024,301.71641,0.0044536508,0.0074744539,0.00083698041,0.0018124655,1000,0,
ct_c_morpho_0040/case_ts002,ct_c_morpho_0040,case_ts002,C_morpho,46.96312,8.61623,solved,300,silver,train,6.898335026151917,1.6720375770419869,276.94976,293.6361,0.0064546142,0.0097982327,0.00040116995,0.010196257,300,1,Ux_residual=1.02e-02
ct_c_morpho_0040/case_ts003,ct_c_morpho_0040,case_ts003,C_morpho,46.96312,8.61623,solved,300,gold,train,2.4565905002024295,0.7773823282508608,274.93373,289.11153,0.0058755598,0.0077785326,0.00032205036,0.0038994597,300,0,
ct_c_morpho_0040/case_ts004,ct_c_morpho_0040,case_ts004,C_morpho,46.96312,8.61623,solved,300,gold,train,14.144257513519031,3.525863951575339,277.50029,293.60794,0.0055836761,0.010832016,0.0005170492,0.0019919262,300,0,
ct_c_morpho_0040/case_ts005,ct_c_morpho_0040,case_ts005,C_morpho,46.96312,8.61623,solved,300,gold,train,7.887299440634254,2.7764616196274283,284.6572,304.39814,0.0047643098,0.0087110987,0.00020601585,0.00091405925,300,0,
ct_c_morpho_0040/case_ts006,ct_c_morpho_0040,case_ts006,C_morpho,46.96312,8.61623,solved,300,gold,train,8.0120862379127,1.233174638352871,282.43227,298.19563,0.0062097974,0.010659892,0.00030059956,0.0056250361,300,0,
ct_c_morpho_0040/case_ts007,ct_c_morpho_0040,case_ts007,C_morpho,46.96312,8.61623,solved,300,gold,train,11.791935771186958,1.5792931237941108,282.74784,301.41099,0.0047959623,0.0082646563,0.00039541345,0.0028963811,300,0,
ct_c_morpho_0040/case_ts008,ct_c_morpho_0040,case_ts008,C_morpho,46.96312,8.61623,solved,300,gold,train,2.8286983007752564,1.0020198222234487,282.38438,297.41205,0.001548249,0.0092722567,0.00015195108,0.0035955179,300,0,
ct_c_morpho_0040/case_ts009,ct_c_morpho_0040,case_ts009,C_morpho,46.96312,8.61623,solved,300,gold,train,3.4717742973269563,1.4354773002396735,285.27699,300.20258,0.002848226,0.0095428787,0.00019058465,0.0025959682,300,0,
ct_c_morpho_0040/case_ts010,ct_c_morpho_0040,case_ts010,C_morpho,46.96312,8.61623,solved,300,silver,train,5.955354483730525,1.1259759165741177,281.70995,299.92999,0.0034524003,0.0088514106,0.00023526105,0.011593428,300,1,Ux_residual=1.16e-02
ct_c_morpho_0040/case_ts011,ct_c_morpho_0040,case_ts011,C_morpho,46.96312,8.61623,solved,300,gold,train,3.612828492479414,1.0494401073464945,278.4649,294.32129,0.0049790748,0.011357436,0.00025367012,0.0065511366,300,0,
ct_c_morpho_0040/case_ts012,ct_c_morpho_0040,case_ts012,C_morpho,46.96312,8.61623,solved,300,gold,train,12.710584547868132,2.703739922417293,272.57861,289.47578,0.0042804125,0.0070215603,0.00037062702,0.0020573092,300,0,
ct_c_morpho_0040/case_ts013,ct_c_morpho_0040,case_ts013,C_morpho,46.96312,8.61623,solved,300,gold,train,8.564146510940896,1.9985140159281338,272.29061,289.13165,0.0046530894,0.0075559253,0.00040643802,0.0023732854,300,0,
ct_c_morpho_0040/case_ts014,ct_c_morpho_0040,case_ts014,C_morpho,46.96312,8.61623,solved,300,gold,train,12.567951537879043,3.218925136066355,272.27505,290.19964,0.0036077317,0.0094586489,0.00037027088,0.0018584661,300,0,
ct_c_morpho_0060/case_ts000,ct_c_morpho_0060,case_ts000,C_morpho,49.73808,7.37293,early_converged,1000,gold,val,12.896437387426404,6.594901177139556,276.77785,290.13665,0.0039316846,0.0083221043,0.0026892405,3.6416595e-05,1000,0,
ct_c_morpho_0060/case_ts001,ct_c_morpho_0060,case_ts001,C_morpho,49.73808,7.37293,solved,300,gold,val,10.429801909407052,5.17389761777229,275.66842,289.77799,0.0059740387,0.010262059,0.0042299309,0.0048640406,300,0,
ct_c_morpho_0060/case_ts002,ct_c_morpho_0060,case_ts002,C_morpho,49.73808,7.37293,solved,300,gold,val,20.023841391024956,13.36269982313914,273.10153,289.67716,0.0046073115,0.0084640926,0.0096136797,0.00047448696,300,0,
ct_c_morpho_0060/case_ts003,ct_c_morpho_0060,case_ts003,C_morpho,49.73808,7.37293,solved,300,gold,val,20.518883494806545,8.956761016019858,281.66972,296.74097,0.0064153792,0.010770351,0.0082600481,0.00053127363,300,0,
ct_c_morpho_0060/case_ts004,ct_c_morpho_0060,case_ts004,C_morpho,49.73808,7.37293,solved,300,gold,val,12.505427690653413,8.238524436774744,279.82354,291.71159,0.0062773953,0.011908549,0.004136354,0.0012628191,300,0,
ct_c_morpho_0060/case_ts005,ct_c_morpho_0060,case_ts005,C_morpho,49.73808,7.37293,solved,300,gold,val,10.536087661249221,2.2461029041698013,282.19686,290.5767,0.0030644434,0.0075801598,0.0017919539,0.003159149,300,0,
ct_c_morpho_0060/case_ts006,ct_c_morpho_0060,case_ts006,C_morpho,49.73808,7.37293,solved,300,gold,val,9.183699892969006,4.8981118081307295,280.4073,294.49051,0.0061651532,0.011688747,0.0023140852,0.003106297,300,0,
ct_c_morpho_0060/case_ts007,ct_c_morpho_0060,case_ts007,C_morpho,49.73808,7.37293,solved,300,gold,val,6.092816729421345,1.3931582023082976,280.26825,295.70362,0.0028271895,0.010330025,0.00036570673,0.0086315692,300,0,
ct_c_morpho_0060/case_ts008,ct_c_morpho_0060,case_ts008,C_morpho,49.73808,7.37293,solved,300,gold,val,13.282673407623527,4.403065201872349,277.49082,294.03849,0.003267265,0.0056675559,0.00068061798,0.0038030043,300,0,
ct_c_morpho_0060/case_ts009,ct_c_morpho_0060,case_ts009,C_morpho,49.73808,7.37293,solved,300,gold,val,9.871366548493306,5.420183727007091,286.92732,299.97799,0.00226595,0.0078716397,0.0023304165,0.00067948768,300,0,
ct_c_morpho_0060/case_ts010,ct_c_morpho_0060,case_ts010,C_morpho,49.73808,7.37293,solved,300,gold,val,8.681836196727032,5.166610400044609,283.03152,298.65504,0.0021259552,0.0076746418,0.00154795,0.00119695,300,0,
ct_c_morpho_0060/case_ts011,ct_c_morpho_0060,case_ts011,C_morpho,49.73808,7.37293,solved,300,gold,val,4.99530584739487,2.524539927147942,279.3229,302.46235,0.005474315,0.0067053145,0.00043554049,0.001841708,300,0,
ct_c_morpho_0060/case_ts012,ct_c_morpho_0060,case_ts012,C_morpho,49.73808,7.37293,solved,300,gold,val,6.473134304091341,4.3477893580747455,281.76296,294.62626,0.0046889122,0.0097908217,0.0014324158,0.00035633221,300,0,
ct_c_morpho_0060/case_ts013,ct_c_morpho_0060,case_ts013,C_morpho,49.73808,7.37293,solved,300,gold,val,16.647856708905323,8.563795585841545,279.06361,293.47247,0.0071097035,0.010537804,0.0046754989,0.00064453761,300,0,
ct_c_morpho_0060/case_ts014,ct_c_morpho_0060,case_ts014,C_morpho,49.73808,7.37293,solved,300,gold,val,14.890540386167483,9.700606175005746,268.28503,282.93904,0.0017930376,0.006267875,0.005835734,0.0015790115,300,0,
ct_c_morpho_0080/case_ts000,ct_c_morpho_0080,case_ts000,C_morpho,42.4663,3.09232,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0080/case_ts001,ct_c_morpho_0080,case_ts001,C_morpho,42.4663,3.09232,early_converged,1000,gold,train,7.786441070990947,1.832339810016883,275.68751,290.66435,0.0039229864,0.0092895185,0.0028370708,0.0031143911,1000,0,
ct_c_morpho_0080/case_ts002,ct_c_morpho_0080,case_ts002,C_morpho,42.4663,3.09232,solved,300,gold,train,13.781892660976483,4.246318303192944,277.30661,292.11484,0.0068042753,0.010100979,0.00080661536,0.0083351228,300,0,
ct_c_morpho_0080/case_ts003,ct_c_morpho_0080,case_ts003,C_morpho,42.4663,3.09232,solved,300,gold,train,6.03895126516666,1.0868553084775097,287.18155,299.79395,0.006143267,0.015878811,0.00096555607,0.0082979472,300,0,
ct_c_morpho_0080/case_ts004,ct_c_morpho_0080,case_ts004,C_morpho,42.4663,3.09232,solved,300,gold,train,19.163316907194492,3.5265986031442744,287.88287,303.36946,0.007336134,0.015757921,0.0047810668,0.0097998407,300,0,
ct_c_morpho_0080/case_ts005,ct_c_morpho_0080,case_ts005,C_morpho,42.4663,3.09232,solved,300,gold,train,9.070351592536744,2.329215632729282,282.64335,293.37725,0.006071102,0.011826786,0.0019701033,0.0069552275,300,0,
ct_c_morpho_0080/case_ts006,ct_c_morpho_0080,case_ts006,C_morpho,42.4663,3.09232,solved,300,gold,train,16.29690268805763,4.331298050849209,289.42542,303.24378,0.0050540684,0.014730738,0.0022371586,0.0094567451,300,0,
ct_c_morpho_0080/case_ts007,ct_c_morpho_0080,case_ts007,C_morpho,42.4663,3.09232,solved,300,gold,train,12.461730814262864,2.5334863586389247,290.07418,300.10623,0.0041644747,0.01444233,0.0009208722,0.0050084374,300,0,
ct_c_morpho_0080/case_ts008,ct_c_morpho_0080,case_ts008,C_morpho,42.4663,3.09232,solved,300,gold,train,16.034441475481696,9.188084303199735,288.8987,297.12848,0.0044744852,0.014927098,0.0035631789,0.0018721457,300,0,
ct_c_morpho_0080/case_ts009,ct_c_morpho_0080,case_ts009,C_morpho,42.4663,3.09232,solved,300,gold,train,11.111265191391528,6.053549305627672,288.8549,298.39983,0.0029043808,0.01752999,0.0015677196,0.0021933277,300,0,
ct_c_morpho_0080/case_ts010,ct_c_morpho_0080,case_ts010,C_morpho,42.4663,3.09232,solved,300,gold,train,16.839756442183038,3.5821102542733407,284.10482,299.93857,0.0081355417,0.01370919,0.00066463156,0.0066009422,300,0,
ct_c_morpho_0080/case_ts011,ct_c_morpho_0080,case_ts011,C_morpho,42.4663,3.09232,solved,300,gold,train,6.791072021069488,3.509105870380184,287.67052,308.07442,0.0035656985,0.013783612,0.0014168521,0.0035753728,300,0,
ct_c_morpho_0080/case_ts012,ct_c_morpho_0080,case_ts012,C_morpho,42.4663,3.09232,solved,300,gold,train,12.555226624331533,2.3106714350096667,282.53748,295.95443,0.0066355267,0.014710656,0.0017297654,0.0060877463,300,0,
ct_c_morpho_0080/case_ts013,ct_c_morpho_0080,case_ts013,C_morpho,42.4663,3.09232,solved,300,gold,train,22.674925478072694,10.447005112936566,286.46529,300.97424,0.0071125692,0.014950476,0.0077802472,0.00063095091,300,0,
ct_c_morpho_0080/case_ts014,ct_c_morpho_0080,case_ts014,C_morpho,42.4663,3.09232,solved,300,gold,train,17.61087529006497,11.74760440553574,279.77906,297.96618,0.0010119275,0.0066946313,0.0033657142,0.00078721977,300,0,
ct_c_morpho_0100/case_ts000,ct_c_morpho_0100,case_ts000,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts001,ct_c_morpho_0100,case_ts001,C_morpho,46.42728,9.80369,early_converged,7,rejected,train,1.0441037793724416e+46,5.303722746365593e+39,-715867.91,2080730.1,-99.294695,287.94773,1e-10,8.7558623e-11,7,5,max_speed=10441037793724416330198129876163572405437988864.0; T_min=-715867.9; T_max=2080730.1; q_min=-99.2947; q_max=287.9477
ct_c_morpho_0100/case_ts002,ct_c_morpho_0100,case_ts002,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts003,ct_c_morpho_0100,case_ts003,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts004,ct_c_morpho_0100,case_ts004,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts005,ct_c_morpho_0100,case_ts005,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts006,ct_c_morpho_0100,case_ts006,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts007,ct_c_morpho_0100,case_ts007,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts008,ct_c_morpho_0100,case_ts008,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts009,ct_c_morpho_0100,case_ts009,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts010,ct_c_morpho_0100,case_ts010,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts011,ct_c_morpho_0100,case_ts011,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts012,ct_c_morpho_0100,case_ts012,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts013,ct_c_morpho_0100,case_ts013,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0100/case_ts014,ct_c_morpho_0100,case_ts014,C_morpho,46.42728,9.80369,diverged,0,rejected,train,,,,,,,,,,0,
ct_c_morpho_0120/case_ts000,ct_c_morpho_0120,case_ts000,C_morpho,47.48288,7.51995,early_converged,1000,gold,train,27.58276730258746,6.381410694059899,271.18219,284.36396,0.0039489696,0.0074022554,0.0045893324,0.0039215549,1000,0,
ct_c_morpho_0120/case_ts001,ct_c_morpho_0120,case_ts001,C_morpho,47.48288,7.51995,solved,300,gold,train,8.303427983238164,3.2631054392968997,273.20917,291.53528,0.0035262214,0.0080235291,0.0010127121,0.0019837893,300,0,
ct_c_morpho_0120/case_ts002,ct_c_morpho_0120,case_ts002,C_morpho,47.48288,7.51995,solved,300,gold,train,3.44283720972572,0.7657812109210923,281.66158,302.42859,0.0046003766,0.0099910536,0.00024791347,0.0099593538,300,0,
ct_c_morpho_0120/case_ts003,ct_c_morpho_0120,case_ts003,C_morpho,47.48288,7.51995,solved,300,gold,train,15.185849120183052,4.969338233913316,281.55818,297.69459,0.007831921,0.012077285,0.0026849178,0.00092097478,300,0,
ct_c_morpho_0120/case_ts004,ct_c_morpho_0120,case_ts004,C_morpho,47.48288,7.51995,solved,300,gold,train,16.028003336284282,4.6324953278923875,281.35006,297.13697,0.0034220348,0.011180991,0.001015582,0.0018902916,300,0,
ct_c_morpho_0120/case_ts005,ct_c_morpho_0120,case_ts005,C_morpho,47.48288,7.51995,solved,300,gold,train,6.969049197883158,1.6755912987031383,279.29432,291.92724,0.0020738482,0.0086436545,0.00048788835,0.0068091432,300,0,
ct_c_morpho_0120/case_ts006,ct_c_morpho_0120,case_ts006,C_morpho,47.48288,7.51995,solved,300,gold,train,6.52489761990492,1.3204086522043157,281.18902,299.69853,0.0051786615,0.010358759,0.00045088075,0.0025104158,300,0,
ct_c_morpho_0120/case_ts007,ct_c_morpho_0120,case_ts007,C_morpho,47.48288,7.51995,solved,300,gold,train,8.909513049883557,3.618844129054956,278.83599,295.49901,0.0048555184,0.0079043132,0.00016462992,0.0035086777,300,0,
ct_c_morpho_0120/case_ts008,ct_c_morpho_0120,case_ts008,C_morpho,47.48288,7.51995,solved,300,gold,train,17.94932162526221,6.182265782628428,284.24939,296.50617,0.0069868435,0.012327137,0.0015046175,0.00090698797,300,0,
ct_c_morpho_0120/case_ts009,ct_c_morpho_0120,case_ts009,C_morpho,47.48288,7.51995,solved,300,gold,train,14.554175734289249,5.97452453531917,282.23505,294.62047,0.0065252842,0.011694843,0.0011555727,0.00077979962,300,0,
ct_c_morpho_0120/case_ts010,ct_c_morpho_0120,case_ts010,C_morpho,47.48288,7.51995,solved,300,gold,train,10.369662881632374,3.023868605476311,280.10118,295.92157,0.0043320522,0.011865848,0.0010292096,0.0027967107,300,0,
ct_c_morpho_0120/case_ts011,ct_c_morpho_0120,case_ts011,C_morpho,47.48288,7.51995,solved,300,gold,train,11.16635015615238,7.100071630228848,281.81628,293.43673,0.0022256986,0.0079343997,0.0031714231,0.00081273355,300,0,
ct_c_morpho_0120/case_ts012,ct_c_morpho_0120,case_ts012,C_morpho,47.48288,7.51995,solved,300,gold,train,5.605361830022946,3.284143173194059,279.99877,292.86731,0.0053006605,0.011528866,0.00086003522,0.0011830525,300,0,
ct_c_morpho_0120/case_ts013,ct_c_morpho_0120,case_ts013,C_morpho,47.48288,7.51995,solved,300,gold,train,7.820984705628953,2.26811261221283,284.708,299.65502,0.0050259246,0.010503262,0.00041857152,0.0020653596,300,0,
ct_c_morpho_0120/case_ts014,ct_c_morpho_0120,case_ts014,C_morpho,47.48288,7.51995,solved,300,gold,train,9.795539569622077,5.3071531619559975,268.6827,285.17967,0.0024588011,0.0051144662,0.0010439643,0.001406775,300,0,
ct_c_morpho_0140/case_ts000,ct_c_morpho_0140,case_ts000,C_morpho,44.77977,3.82603,solved,300,gold,test,10.228312284438902,5.700062492537857,266.99249,280.94715,0.0021215505,0.0054605903,0.0019014739,0.0015323494,300,0,
ct_c_morpho_0140/case_ts001,ct_c_morpho_0140,case_ts001,C_morpho,44.77977,3.82603,solved,300,gold,test,15.431926445696508,5.747425629953535,277.99552,288.34292,0.0013373836,0.0053500222,0.00078993019,0.00094833723,300,0,
ct_c_morpho_0140/case_ts002,ct_c_morpho_0140,case_ts002,C_morpho,44.77977,3.82603,solved,300,gold,test,12.409384840001282,5.067082869892094,274.18384,287.73601,0.0037407314,0.0099478137,0.0016444153,0.00096071384,300,0,
ct_c_morpho_0140/case_ts003,ct_c_morpho_0140,case_ts003,C_morpho,44.77977,3.82603,solved,300,gold,test,16.892981485451916,11.579025256057802,270.85919,285.62734,0.0040208593,0.0081109314,0.0074568416,0.00078441268,300,0,
ct_c_morpho_0140/case_ts004,ct_c_morpho_0140,case_ts004,C_morpho,44.77977,3.82603,solved,300,gold,test,13.56665232150917,3.5087925070096815,276.34497,288.48193,0.0023523489,0.0095022794,0.00081698633,0.0021668682,300,0,
ct_c_morpho_0140/case_ts005,ct_c_morpho_0140,case_ts005,C_morpho,44.77977,3.82603,solved,300,gold,test,8.42144003822484,2.058865435466476,282.54915,300.76082,0.00062361673,0.0057537921,0.00043501166,0.0063773396,300,0,
ct_c_morpho_0140/case_ts006,ct_c_morpho_0140,case_ts006,C_morpho,44.77977,3.82603,solved,300,gold,test,9.566920465197029,5.299543325231481,283.1054,296.95462,0.0033810183,0.0083092138,0.0016092827,0.0016756514,300,0,
ct_c_morpho_0140/case_ts007,ct_c_morpho_0140,case_ts007,C_morpho,44.77977,3.82603,solved,300,gold,test,10.951637431481146,3.37017390755603,276.52103,293.11689,0.0034862768,0.011579914,0.00065166919,0.001400611,300,0,
ct_c_morpho_0140/case_ts008,ct_c_morpho_0140,case_ts008,C_morpho,44.77977,3.82603,solved,300,gold,test,11.532809348838187,2.0284971017902738,282.28651,288.57916,0.00029012768,0.0073527218,0.00012283013,0.0059945712,300,0,
ct_c_morpho_0140/case_ts009,ct_c_morpho_0140,case_ts009,C_morpho,44.77977,3.82603,solved,300,gold,test,15.360362098926101,6.118685637374703,280.17651,294.97417,0.001417887,0.0063656064,0.0013205796,0.0050276636,300,0,
ct_c_morpho_0140/case_ts010,ct_c_morpho_0140,case_ts010,C_morpho,44.77977,3.82603,solved,300,silver,test,16.340556579204044,3.433542694792921,281.72529,301.33588,0.00085542042,0.0060893582,0.0005225779,0.014051629,300,1,Ux_residual=1.41e-02
ct_c_morpho_0140/case_ts011,ct_c_morpho_0140,case_ts011,C_morpho,44.77977,3.82603,solved,300,silver,test,17.874576700448543,2.3639855448248497,280.78322,297.64584,0.0049006261,0.010702187,0.0017602315,0.012160596,300,1,Ux_residual=1.22e-02
ct_c_morpho_0140/case_ts012,ct_c_morpho_0140,case_ts012,C_morpho,44.77977,3.82603,solved,300,gold,test,24.22875990647951,9.459232632835961,273.71034,289.80132,0.0022152189,0.0081595832,0.0031097679,0.00092898084,300,0,
